noise,visibility,distance,n_fixation,searcher
0.2,3.5,3.0,6,ideal
0.2,3.5,3.0,4,ideal
0.2,3.5,3.0,4,ideal
0.2,3.5,3.0,4,ideal
0.2,3.5,3.0,4,ideal
0.05,4.0,3.0,4,ideal
0.05,4.0,3.0,11,ideal
0.05,4.0,3.0,4,ideal
0.05,4.0,3.0,5,ideal
0.05,4.0,3.0,4,ideal
0.05,4.0,3.0,4,ideal
0.05,4.0,3.0,10,ideal
0.05,4.0,3.0,4,ideal
0.05,4.0,3.0,6,ideal
0.05,4.0,3.0,4,ideal
0.05,4.0,3.0,4,ideal
0.05,4.0,3.0,4,ideal
0.2,4.0,3.0,3,ideal
0.2,4.0,3.0,3,ideal
0.2,4.0,3.0,4,ideal
0.2,4.0,3.0,5,ideal
0.2,4.0,3.0,4,ideal
0.2,4.0,3.0,4,ideal
0.2,4.0,3.0,3,ideal
0.2,4.0,3.0,3,ideal
0.2,4.0,3.0,5,ideal
0.2,4.0,3.0,4,ideal
0.2,4.0,3.0,4,ideal
0.2,4.0,3.0,4,ideal
0.05,5.0,3.0,5,ideal
0.05,5.0,3.0,5,ideal
0.05,5.0,3.0,15,ideal
0.05,5.0,3.0,10,ideal
0.05,5.0,3.0,5,ideal
0.05,5.0,3.0,5,ideal
0.05,5.0,3.0,5,ideal
0.05,5.0,3.0,4,ideal
0.05,5.0,3.0,12,ideal
0.05,5.0,3.0,4,ideal
0.05,5.0,3.0,5,ideal
0.05,5.0,3.0,5,ideal
0.2,5.0,3.0,4,ideal
0.2,5.0,3.0,3,ideal
0.2,5.0,3.0,3,ideal
0.2,5.0,3.0,3,ideal
0.2,5.0,3.0,3,ideal
0.2,5.0,3.0,4,ideal
0.2,5.0,3.0,4,ideal
0.2,5.0,3.0,3,ideal
0.2,5.0,3.0,3,ideal
0.2,5.0,3.0,3,ideal
0.2,5.0,3.0,4,ideal
0.2,5.0,3.0,3,ideal
0.05,6.0,3.0,6,ideal
0.05,6.0,3.0,3,ideal
0.05,6.0,3.0,3,ideal
0.05,6.0,3.0,4,ideal
0.05,6.0,3.0,4,ideal
0.05,6.0,3.0,3,ideal
0.05,6.0,3.0,4,ideal
0.05,6.0,3.0,4,ideal
0.05,6.0,3.0,4,ideal
0.05,6.0,3.0,3,ideal
0.05,6.0,3.0,3,ideal
0.05,6.0,3.0,3,ideal
0.2,6.0,3.0,3,ideal
0.2,6.0,3.0,3,ideal
0.2,6.0,3.0,2,ideal
0.2,6.0,3.0,3,ideal
0.2,6.0,3.0,3,ideal
0.2,6.0,3.0,3,ideal
0.2,6.0,3.0,3,ideal
0.2,6.0,3.0,3,ideal
0.2,6.0,3.0,2,ideal
0.2,6.0,3.0,3,ideal
0.2,6.0,3.0,3,ideal
0.2,6.0,3.0,3,ideal
0.05,7.0,3.0,3,ideal
0.05,7.0,3.0,3,ideal
0.05,7.0,3.0,3,ideal
0.05,7.0,3.0,3,ideal
0.05,7.0,3.0,3,ideal
0.05,7.0,3.0,3,ideal
0.05,7.0,3.0,3,ideal
0.05,7.0,3.0,3,ideal
0.05,7.0,3.0,4,ideal
0.05,7.0,3.0,3,ideal
0.05,7.0,3.0,3,ideal
0.05,7.0,3.0,3,ideal
0.2,7.0,3.0,2,ideal
0.2,7.0,3.0,2,ideal
0.2,7.0,3.0,2,ideal
0.2,7.0,3.0,3,ideal
0.2,7.0,3.0,2,ideal
0.2,7.0,3.0,2,ideal
0.2,7.0,3.0,2,ideal
0.2,7.0,3.0,2,ideal
0.2,7.0,3.0,2,ideal
0.2,7.0,3.0,2,ideal
0.2,7.0,3.0,2,ideal
0.2,7.0,3.0,2,ideal
0.05,3.0,1.5,3,ideal
0.05,3.0,1.5,3,ideal
0.05,3.0,1.5,4,ideal
0.05,3.0,1.5,4,ideal
0.05,3.0,1.5,3,ideal
0.05,3.0,1.5,5,ideal
0.05,3.0,1.5,3,ideal
0.05,3.0,1.5,7,ideal
0.05,3.0,1.5,3,ideal
0.05,3.0,1.5,4,ideal
0.05,3.0,1.5,4,ideal
0.05,3.0,1.5,3,ideal
0.2,3.0,1.5,3,ideal
0.2,3.0,1.5,3,ideal
0.2,3.0,1.5,3,ideal
0.2,3.0,1.5,3,ideal
0.2,3.0,1.5,5,ideal
0.2,3.0,1.5,3,ideal
0.2,3.0,1.5,3,ideal
0.2,3.0,1.5,4,ideal
0.2,3.0,1.5,3,ideal
0.2,3.0,1.5,3,ideal
0.2,3.0,1.5,4,ideal
0.2,3.0,1.5,3,ideal
0.05,3.5,1.5,3,ideal
0.05,3.5,1.5,4,ideal
0.05,3.5,1.5,3,ideal
0.05,3.5,1.5,4,ideal
0.05,3.5,1.5,4,ideal
0.05,3.5,1.5,4,ideal
0.05,3.5,1.5,3,ideal
0.05,3.5,1.5,3,ideal
0.05,3.5,1.5,4,ideal
0.05,3.5,1.5,3,ideal
0.05,3.5,1.5,3,ideal
0.05,3.5,1.5,3,ideal
0.2,3.5,1.5,3,ideal
0.2,3.5,1.5,3,ideal
0.2,3.5,1.5,4,ideal
0.2,3.5,1.5,3,ideal
0.2,3.5,1.5,3,ideal
0.2,3.5,1.5,3,ideal
0.2,3.5,1.5,3,ideal
0.2,3.5,1.5,3,ideal
0.2,3.5,1.5,3,ideal
0.2,3.5,1.5,3,ideal
0.2,3.5,1.5,3,ideal
0.2,3.5,1.5,3,ideal
0.05,4.0,1.5,3,ideal
0.05,4.0,1.5,4,ideal
0.05,4.0,1.5,3,ideal
0.05,4.0,1.5,4,ideal
0.05,4.0,1.5,3,ideal
0.05,4.0,1.5,3,ideal
0.05,4.0,1.5,5,ideal
0.05,4.0,1.5,3,ideal
0.05,4.0,1.5,3,ideal
0.05,4.0,1.5,3,ideal
0.05,4.0,1.5,4,ideal
0.05,4.0,1.5,5,ideal
0.2,4.0,1.5,2,ideal
0.2,4.0,1.5,2,ideal
0.2,4.0,1.5,3,ideal
0.2,4.0,1.5,3,ideal
0.2,4.0,1.5,2,ideal
0.2,4.0,1.5,3,ideal
0.2,4.0,1.5,2,ideal
0.2,4.0,1.5,2,ideal
0.2,4.0,1.5,3,ideal
0.2,4.0,1.5,2,ideal
0.2,4.0,1.5,3,ideal
0.2,4.0,1.5,3,ideal
0.05,5.0,1.5,2,ideal
0.05,5.0,1.5,3,ideal
0.05,5.0,1.5,3,ideal
0.05,5.0,1.5,2,ideal
0.05,5.0,1.5,2,ideal
0.05,5.0,1.5,2,ideal
0.05,5.0,1.5,2,ideal
0.05,5.0,1.5,3,ideal
0.05,5.0,1.5,2,ideal
0.05,5.0,1.5,2,ideal
0.05,5.0,1.5,3,ideal
0.05,5.0,1.5,3,ideal
0.2,5.0,1.5,2,ideal
0.2,5.0,1.5,2,ideal
0.2,5.0,1.5,2,ideal
0.2,5.0,1.5,2,ideal
0.2,5.0,1.5,2,ideal
0.2,5.0,1.5,2,ideal
0.2,5.0,1.5,2,ideal
0.2,5.0,1.5,2,ideal
0.2,5.0,1.5,2,ideal
0.2,5.0,1.5,2,ideal
0.2,5.0,1.5,2,ideal
0.2,5.0,1.5,2,ideal
0.05,6.0,1.5,2,ideal
0.05,6.0,1.5,2,ideal
0.05,6.0,1.5,2,ideal
0.05,6.0,1.5,2,ideal
0.05,6.0,1.5,2,ideal
0.05,6.0,1.5,2,ideal
0.05,6.0,1.5,2,ideal
0.05,6.0,1.5,2,ideal
0.05,6.0,1.5,2,ideal
0.05,6.0,1.5,2,ideal
0.05,6.0,1.5,2,ideal
0.05,6.0,1.5,2,ideal
0.2,6.0,1.5,1,ideal
0.2,6.0,1.5,1,ideal
0.2,6.0,1.5,1,ideal
0.2,6.0,1.5,2,ideal
0.2,6.0,1.5,2,ideal
0.2,6.0,1.5,1,ideal
0.2,6.0,1.5,2,ideal
0.2,6.0,1.5,2,ideal
0.2,6.0,1.5,2,ideal
0.2,6.0,1.5,2,ideal
0.2,6.0,1.5,2,ideal
0.2,6.0,1.5,2,ideal
0.05,7.0,1.5,2,ideal
0.05,7.0,1.5,2,ideal
0.05,7.0,1.5,2,ideal
0.05,7.0,1.5,2,ideal
0.05,7.0,1.5,2,ideal
0.05,7.0,1.5,2,ideal
0.05,7.0,1.5,2,ideal
0.05,7.0,1.5,2,ideal
0.05,7.0,1.5,2,ideal
0.05,7.0,1.5,2,ideal
0.05,7.0,1.5,2,ideal
0.05,7.0,1.5,2,ideal
0.2,7.0,1.5,1,ideal
0.2,7.0,1.5,1,ideal
0.2,7.0,1.5,1,ideal
0.2,7.0,1.5,2,ideal
0.2,7.0,1.5,1,ideal
0.2,7.0,1.5,1,ideal
0.2,7.0,1.5,1,ideal
0.2,7.0,1.5,1,ideal
0.2,7.0,1.5,1,ideal
0.2,7.0,1.5,1,ideal
0.2,7.0,1.5,1,ideal
0.2,7.0,1.5,1,ideal
0.05,3.0,6.874,14,ideal
0.05,3.0,6.874,17,ideal
0.05,3.0,6.874,28,ideal
0.05,3.0,6.874,16,ideal
0.05,3.0,6.874,16,ideal
0.05,3.0,6.874,16,ideal
0.05,3.0,6.874,20,ideal
0.05,3.0,6.874,16,ideal
0.05,3.0,6.874,16,ideal
0.05,3.0,6.874,30,ideal
0.05,3.0,6.874,17,ideal
0.05,3.0,6.874,15,ideal
0.2,3.0,6.874,25,ideal
0.2,3.0,6.874,12,ideal
0.2,3.0,6.874,13,ideal
0.2,3.0,6.874,12,ideal
0.2,3.0,6.874,12,ideal
0.2,3.0,6.874,12,ideal
0.2,3.0,6.874,13,ideal
0.2,3.0,6.874,14,ideal
0.2,3.0,6.874,12,ideal
0.2,3.0,6.874,14,ideal
0.2,3.0,6.874,11,ideal
0.2,3.0,6.874,12,ideal
0.05,3.5,6.874,13,ideal
0.05,3.5,6.874,19,ideal
0.05,3.5,6.874,12,ideal
0.05,3.5,6.874,15,ideal
0.05,3.5,6.874,13,ideal
0.05,3.5,6.874,13,ideal
0.05,3.5,6.874,13,ideal
0.05,3.5,6.874,14,ideal
0.05,3.5,6.874,14,ideal
0.05,3.5,6.874,16,ideal
0.05,3.5,6.874,13,ideal
0.05,3.5,6.874,21,ideal
0.2,3.5,6.874,10,ideal
0.2,3.5,6.874,11,ideal
0.2,3.5,6.874,9,ideal
0.2,3.5,6.874,11,ideal
0.2,3.5,6.874,11,ideal
0.2,3.5,6.874,12,ideal
0.2,3.5,6.874,10,ideal
0.2,3.5,6.874,9,ideal
0.2,3.5,6.874,11,ideal
0.2,3.5,6.874,12,ideal
0.2,3.5,6.874,7,ideal
0.2,3.5,6.874,9,ideal
0.05,4.0,6.874,21,ideal
0.05,4.0,6.874,11,ideal
0.05,4.0,6.874,12,ideal
0.05,4.0,6.874,10,ideal
0.05,4.0,6.874,15,ideal
0.05,4.0,6.874,12,ideal
0.05,4.0,6.874,12,ideal
0.05,4.0,6.874,12,ideal
0.05,4.0,6.874,16,ideal
0.05,4.0,6.874,12,ideal
0.05,4.0,6.874,11,ideal
0.05,4.0,6.874,10,ideal
0.2,4.0,6.874,15,ideal
0.2,4.0,6.874,10,ideal
0.2,4.0,6.874,10,ideal
0.2,4.0,6.874,10,ideal
0.2,4.0,6.874,11,ideal
0.2,4.0,6.874,9,ideal
0.2,4.0,6.874,11,ideal
0.2,4.0,6.874,7,ideal
0.2,4.0,6.874,10,ideal
0.2,4.0,6.874,11,ideal
0.2,4.0,6.874,11,ideal
0.2,4.0,6.874,11,ideal
0.05,5.0,6.874,13,ideal
0.05,5.0,6.874,7,ideal
0.05,5.0,6.874,7,ideal
0.05,5.0,6.874,17,ideal
0.05,5.0,6.874,19,ideal
0.05,5.0,6.874,8,ideal
0.05,5.0,6.874,9,ideal
0.05,5.0,6.874,7,ideal
0.05,5.0,6.874,9,ideal
0.05,5.0,6.874,12,ideal
0.05,5.0,6.874,5,ideal
0.05,5.0,6.874,11,ideal
0.2,5.0,6.874,10,ideal
0.2,5.0,6.874,12,ideal
0.2,5.0,6.874,8,ideal
0.2,5.0,6.874,13,ideal
0.2,5.0,6.874,8,ideal
0.2,5.0,6.874,9,ideal
0.2,5.0,6.874,10,ideal
0.2,5.0,6.874,10,ideal
0.2,5.0,6.874,9,ideal
0.2,5.0,6.874,7,ideal
0.2,5.0,6.874,11,ideal
0.2,5.0,6.874,10,ideal
0.05,6.0,6.874,10,ideal
0.05,6.0,6.874,10,ideal
0.05,6.0,6.874,11,ideal
0.05,6.0,6.874,12,ideal
0.05,6.0,6.874,6,ideal
0.05,6.0,6.874,11,ideal
0.05,6.0,6.874,8,ideal
0.05,6.0,6.874,9,ideal
0.05,6.0,6.874,8,ideal
0.05,6.0,6.874,9,ideal
0.05,6.0,6.874,8,ideal
0.05,6.0,6.874,12,ideal
0.2,6.0,6.874,9,ideal
0.2,6.0,6.874,8,ideal
0.2,6.0,6.874,5,ideal
0.2,6.0,6.874,7,ideal
0.2,6.0,6.874,10,ideal
0.2,6.0,6.874,10,ideal
0.2,6.0,6.874,9,ideal
0.2,6.0,6.874,9,ideal
0.2,6.0,6.874,9,ideal
0.2,6.0,6.874,10,ideal
0.2,6.0,6.874,6,ideal
0.2,6.0,6.874,13,ideal
0.05,7.0,6.874,6,ideal
0.05,7.0,6.874,10,ideal
0.05,7.0,6.874,8,ideal
0.05,7.0,6.874,15,ideal
0.05,7.0,6.874,10,ideal
0.05,7.0,6.874,11,ideal
0.05,7.0,6.874,9,ideal
0.05,7.0,6.874,10,ideal
0.05,7.0,6.874,8,ideal
0.05,7.0,6.874,14,ideal
0.05,7.0,6.874,9,ideal
0.05,7.0,6.874,10,ideal
0.2,7.0,6.874,6,ideal
0.2,7.0,6.874,9,ideal
0.2,7.0,6.874,9,ideal
0.2,7.0,6.874,8,ideal
0.2,7.0,6.874,8,ideal
0.2,7.0,6.874,8,ideal
0.2,7.0,6.874,9,ideal
0.2,7.0,6.874,9,ideal
0.2,7.0,6.874,9,ideal
0.2,7.0,6.874,9,ideal
0.2,7.0,6.874,10,ideal
0.2,7.0,6.874,4,ideal
0.05,3.0,5.408,9,ideal
0.05,3.0,5.408,11,ideal
0.05,3.0,5.408,10,ideal
0.05,3.0,5.408,7,ideal
0.05,3.0,5.408,6,ideal
0.05,3.0,5.408,9,ideal
0.05,3.0,5.408,11,ideal
0.05,3.0,5.408,10,ideal
0.05,3.0,5.408,10,ideal
0.05,3.0,5.408,10,ideal
0.05,3.0,5.408,7,ideal
0.05,3.0,5.408,10,ideal
0.2,3.0,5.408,9,ideal
0.2,3.0,5.408,10,ideal
0.2,3.0,5.408,7,ideal
0.2,3.0,5.408,7,ideal
0.2,3.0,5.408,6,ideal
0.2,3.0,5.408,7,ideal
0.2,3.0,5.408,6,ideal
0.2,3.0,5.408,3,ideal
0.2,3.0,5.408,4,ideal
0.2,3.0,5.408,4,ideal
0.2,3.0,5.408,5,ideal
0.2,3.0,5.408,7,ideal
0.05,3.5,5.408,4,ideal
0.05,3.5,5.408,4,ideal
0.05,3.5,5.408,5,ideal
0.05,3.5,5.408,6,ideal
0.05,3.5,5.408,4,ideal
0.05,3.5,5.408,6,ideal
0.05,3.5,5.408,4,ideal
0.05,3.5,5.408,6,ideal
0.05,3.5,5.408,5,ideal
0.05,3.5,5.408,5,ideal
0.05,3.5,5.408,8,ideal
0.05,3.5,5.408,11,ideal
0.2,3.5,5.408,5,ideal
0.2,3.5,5.408,5,ideal
0.2,3.5,5.408,4,ideal
0.2,3.5,5.408,9,ideal
0.2,3.5,5.408,4,ideal
0.2,3.5,5.408,5,ideal
0.2,3.5,5.408,9,ideal
0.2,3.5,5.408,6,ideal
0.2,3.5,5.408,11,ideal
0.2,3.5,5.408,4,ideal
0.2,3.5,5.408,9,ideal
0.2,3.5,5.408,7,ideal
0.05,4.0,5.408,7,ideal
0.05,4.0,5.408,6,ideal
0.05,4.0,5.408,7,ideal
0.05,4.0,5.408,7,ideal
0.05,4.0,5.408,7,ideal
0.05,4.0,5.408,7,ideal
0.05,4.0,5.408,5,ideal
0.05,4.0,5.408,4,ideal
0.05,4.0,5.408,6,ideal
0.05,4.0,5.408,7,ideal
0.05,4.0,5.408,7,ideal
0.05,4.0,5.408,6,ideal
0.2,4.0,5.408,4,ideal
0.2,4.0,5.408,3,ideal
0.2,4.0,5.408,4,ideal
0.2,4.0,5.408,7,ideal
0.2,4.0,5.408,8,ideal
0.2,4.0,5.408,9,ideal
0.2,4.0,5.408,8,ideal
0.2,4.0,5.408,10,ideal
0.2,4.0,5.408,3,ideal
0.2,4.0,5.408,3,ideal
0.2,4.0,5.408,9,ideal
0.2,4.0,5.408,4,ideal
0.05,5.0,5.408,7,ideal
0.05,5.0,5.408,10,ideal
0.05,5.0,5.408,7,ideal
0.05,5.0,5.408,8,ideal
0.05,5.0,5.408,8,ideal
0.05,5.0,5.408,6,ideal
0.05,5.0,5.408,5,ideal
0.05,5.0,5.408,10,ideal
0.05,5.0,5.408,5,ideal
0.05,5.0,5.408,9,ideal
0.05,5.0,5.408,9,ideal
0.05,5.0,5.408,9,ideal
0.2,5.0,5.408,7,ideal
0.2,5.0,5.408,7,ideal
0.2,5.0,5.408,3,ideal
0.2,5.0,5.408,3,ideal
0.2,5.0,5.408,5,ideal
0.2,5.0,5.408,7,ideal
0.2,5.0,5.408,9,ideal
0.2,5.0,5.408,7,ideal
0.2,5.0,5.408,7,ideal
0.2,5.0,5.408,3,ideal
0.2,5.0,5.408,9,ideal
0.2,5.0,5.408,7,ideal
0.05,6.0,5.408,3,ideal
0.05,6.0,5.408,4,ideal
0.05,6.0,5.408,8,ideal
0.05,6.0,5.408,8,ideal
0.05,6.0,5.408,4,ideal
0.05,6.0,5.408,10,ideal
0.05,6.0,5.408,8,ideal
0.05,6.0,5.408,8,ideal
0.05,6.0,5.408,6,ideal
0.05,6.0,5.408,5,ideal
0.05,6.0,5.408,3,ideal
0.05,6.0,5.408,6,ideal
0.2,6.0,5.408,3,ideal
0.2,6.0,5.408,5,ideal
0.2,6.0,5.408,8,ideal
0.2,6.0,5.408,6,ideal
0.2,6.0,5.408,3,ideal
0.2,6.0,5.408,8,ideal
0.2,6.0,5.408,8,ideal
0.2,6.0,5.408,6,ideal
0.2,6.0,5.408,5,ideal
0.2,6.0,5.408,6,ideal
0.2,6.0,5.408,8,ideal
0.2,6.0,5.408,6,ideal
0.05,7.0,5.408,3,ideal
0.05,7.0,5.408,9,ideal
0.05,7.0,5.408,4,ideal
0.05,7.0,5.408,3,ideal
0.05,7.0,5.408,7,ideal
0.05,7.0,5.408,8,ideal
0.05,7.0,5.408,8,ideal
0.05,7.0,5.408,5,ideal
0.05,7.0,5.408,8,ideal
0.05,7.0,5.408,6,ideal
0.05,7.0,5.408,8,ideal
0.05,7.0,5.408,2,ideal
0.2,7.0,5.408,8,ideal
0.2,7.0,5.408,7,ideal
0.2,7.0,5.408,6,ideal
0.2,7.0,5.408,8,ideal
0.2,7.0,5.408,6,ideal
0.2,7.0,5.408,6,ideal
0.2,7.0,5.408,6,ideal
0.2,7.0,5.408,5,ideal
0.2,7.0,5.408,5,ideal
0.2,7.0,5.408,8,ideal
0.2,7.0,5.408,6,ideal
0.2,7.0,5.408,6,ideal
0.05,3.0,3.969,12,ideal
0.05,3.0,3.969,10,ideal
0.05,3.0,3.969,11,ideal
0.05,3.0,3.969,9,ideal
0.05,3.0,3.969,6,ideal
0.05,3.0,3.969,4,ideal
0.05,3.0,3.969,10,ideal
0.05,3.0,3.969,8,ideal
0.05,3.0,3.969,10,ideal
0.05,3.0,3.969,10,ideal
0.05,3.0,3.969,10,ideal
0.05,3.0,3.969,5,ideal
0.2,3.0,3.969,5,ideal
0.2,3.0,3.969,7,ideal
0.2,3.0,3.969,4,ideal
0.2,3.0,3.969,5,ideal
0.2,3.0,3.969,5,ideal
0.2,3.0,3.969,5,ideal
0.2,3.0,3.969,10,ideal
0.2,3.0,3.969,6,ideal
0.2,3.0,3.969,10,ideal
0.2,3.0,3.969,6,ideal
0.2,3.0,3.969,5,ideal
0.2,3.0,3.969,9,ideal
0.05,3.5,3.969,4,ideal
0.05,3.5,3.969,4,ideal
0.05,3.5,3.969,12,ideal
0.05,3.5,3.969,6,ideal
0.05,3.5,3.969,5,ideal
0.05,3.5,3.969,8,ideal
0.05,3.5,3.969,10,ideal
0.05,3.5,3.969,15,ideal
0.05,3.5,3.969,5,ideal
0.05,3.5,3.969,11,ideal
0.05,3.5,3.969,9,ideal
0.05,3.5,3.969,8,ideal
0.2,3.5,3.969,5,ideal
0.2,3.5,3.969,10,ideal
0.2,3.5,3.969,5,ideal
0.2,3.5,3.969,10,ideal
0.2,3.5,3.969,11,ideal
0.2,3.5,3.969,9,ideal
0.2,3.5,3.969,4,ideal
0.2,3.5,3.969,10,ideal
0.2,3.5,3.969,10,ideal
0.2,3.5,3.969,7,ideal
0.2,3.5,3.969,5,ideal
0.2,3.5,3.969,11,ideal
0.05,4.0,3.969,5,ideal
0.05,4.0,3.969,9,ideal
0.05,4.0,3.969,9,ideal
0.05,4.0,3.969,10,ideal
0.05,4.0,3.969,5,ideal
0.05,4.0,3.969,5,ideal
0.05,4.0,3.969,5,ideal
0.05,4.0,3.969,10,ideal
0.05,4.0,3.969,10,ideal
0.05,4.0,3.969,4,ideal
0.05,4.0,3.969,4,ideal
0.05,4.0,3.969,10,ideal
0.2,4.0,3.969,4,ideal
0.2,4.0,3.969,4,ideal
0.2,4.0,3.969,9,ideal
0.2,4.0,3.969,4,ideal
0.2,4.0,3.969,9,ideal
0.2,4.0,3.969,6,ideal
0.2,4.0,3.969,9,ideal
0.2,4.0,3.969,6,ideal
0.2,4.0,3.969,9,ideal
0.2,4.0,3.969,4,ideal
0.2,4.0,3.969,9,ideal
0.2,4.0,3.969,4,ideal
0.05,5.0,3.969,10,ideal
0.05,5.0,3.969,6,ideal
0.05,5.0,3.969,7,ideal
0.05,5.0,3.969,5,ideal
0.05,5.0,3.969,4,ideal
0.05,5.0,3.969,9,ideal
0.05,5.0,3.969,4,ideal
0.05,5.0,3.969,6,ideal
0.05,5.0,3.969,6,ideal
0.05,5.0,3.969,8,ideal
0.05,5.0,3.969,8,ideal
0.05,5.0,3.969,8,ideal
0.2,5.0,3.969,4,ideal
0.2,5.0,3.969,9,ideal
0.2,5.0,3.969,6,ideal
0.2,5.0,3.969,8,ideal
0.2,5.0,3.969,7,ideal
0.2,5.0,3.969,8,ideal
0.2,5.0,3.969,8,ideal
0.2,5.0,3.969,9,ideal
0.2,5.0,3.969,7,ideal
0.2,5.0,3.969,3,ideal
0.2,5.0,3.969,9,ideal
0.2,5.0,3.969,3,ideal
0.05,6.0,3.969,3,ideal
0.05,6.0,3.969,8,ideal
0.05,6.0,3.969,10,ideal
0.05,6.0,3.969,8,ideal
0.05,6.0,3.969,3,ideal
0.05,6.0,3.969,9,ideal
0.05,6.0,3.969,9,ideal
0.05,6.0,3.969,3,ideal
0.05,6.0,3.969,3,ideal
0.05,6.0,3.969,10,ideal
0.05,6.0,3.969,9,ideal
0.05,6.0,3.969,10,ideal
0.2,6.0,3.969,9,ideal
0.2,6.0,3.969,5,ideal
0.2,6.0,3.969,6,ideal
0.2,6.0,3.969,3,ideal
0.2,6.0,3.969,6,ideal
0.2,6.0,3.969,8,ideal
0.2,6.0,3.969,6,ideal
0.2,6.0,3.969,5,ideal
0.2,6.0,3.969,8,ideal
0.2,6.0,3.969,5,ideal
0.2,6.0,3.969,8,ideal
0.2,6.0,3.969,8,ideal
0.05,7.0,3.969,5,ideal
0.05,7.0,3.969,7,ideal
0.05,7.0,3.969,8,ideal
0.05,7.0,3.969,8,ideal
0.05,7.0,3.969,8,ideal
0.05,7.0,3.969,7,ideal
0.05,7.0,3.969,3,ideal
0.05,7.0,3.969,6,ideal
0.05,7.0,3.969,7,ideal
0.05,7.0,3.969,3,ideal
0.05,7.0,3.969,7,ideal
0.05,7.0,3.969,3,ideal
0.2,7.0,3.969,7,ideal
0.2,7.0,3.969,4,ideal
0.2,7.0,3.969,4,ideal
0.2,7.0,3.969,7,ideal
0.2,7.0,3.969,4,ideal
0.2,7.0,3.969,4,ideal
0.2,7.0,3.969,8,ideal
0.2,7.0,3.969,8,ideal
0.2,7.0,3.969,7,ideal
0.2,7.0,3.969,8,ideal
0.2,7.0,3.969,6,ideal
0.2,7.0,3.969,9,ideal
0.05,3.0,3.0,13,ideal
0.05,3.0,3.0,13,ideal
0.05,3.0,3.0,12,ideal
0.05,3.0,3.0,9,ideal
0.05,3.0,3.0,5,ideal
0.05,3.0,3.0,5,ideal
0.05,3.0,3.0,12,ideal
0.05,3.0,3.0,4,ideal
0.05,3.0,3.0,7,ideal
0.05,3.0,3.0,11,ideal
0.05,3.0,3.0,9,ideal
0.05,3.0,3.0,6,ideal
0.2,3.0,3.0,5,ideal
0.2,3.0,3.0,5,ideal
0.2,3.0,3.0,5,ideal
0.2,3.0,3.0,4,ideal
0.2,3.0,3.0,12,ideal
0.2,3.0,3.0,4,ideal
0.2,3.0,3.0,4,ideal
0.2,3.0,3.0,6,ideal
0.2,3.0,3.0,3,ideal
0.2,3.0,3.0,3,ideal
0.2,3.0,3.0,6,ideal
0.2,3.0,3.0,6,ideal
0.05,3.5,3.0,4,ideal
0.05,3.5,3.0,11,ideal
0.05,3.5,3.0,4,ideal
0.05,3.5,3.0,11,ideal
0.05,3.5,3.0,5,ideal
0.05,3.5,3.0,5,ideal
0.05,3.5,3.0,11,ideal
0.05,3.5,3.0,5,ideal
0.05,3.5,3.0,10,ideal
0.05,3.5,3.0,4,ideal
0.05,3.5,3.0,10,ideal
0.05,3.5,3.0,6,ideal
0.2,3.5,3.0,5,ideal
0.2,3.5,3.0,9,ideal
0.2,3.5,3.0,6,ideal
0.2,3.5,3.0,4,ideal
0.2,3.5,3.0,3,ideal
0.2,3.5,3.0,4,ideal
0.2,3.5,3.0,5,ideal
0.2,3.5,3.0,6,ideal
0.2,3.5,3.0,4,ideal
0.2,3.5,3.0,4,ideal
0.2,3.5,3.0,4,ideal
0.2,3.5,3.0,4,ideal
0.05,4.0,3.0,4,ideal
0.05,4.0,3.0,11,ideal
0.05,4.0,3.0,4,ideal
0.05,4.0,3.0,5,ideal
0.05,4.0,3.0,4,ideal
0.05,4.0,3.0,4,ideal
0.05,4.0,3.0,10,ideal
0.05,4.0,3.0,4,ideal
0.05,4.0,3.0,6,ideal
0.05,4.0,3.0,4,ideal
0.05,4.0,3.0,4,ideal
0.05,4.0,3.0,4,ideal
0.2,4.0,3.0,3,ideal
0.2,4.0,3.0,3,ideal
0.2,4.0,3.0,4,ideal
0.2,4.0,3.0,5,ideal
0.2,4.0,3.0,4,ideal
0.2,4.0,3.0,4,ideal
0.2,4.0,3.0,3,ideal
0.2,4.0,3.0,3,ideal
0.2,4.0,3.0,5,ideal
0.2,4.0,3.0,4,ideal
0.2,4.0,3.0,4,ideal
0.2,4.0,3.0,4,ideal
0.05,5.0,3.0,5,ideal
0.05,5.0,3.0,5,ideal
0.05,5.0,3.0,15,ideal
0.05,5.0,3.0,10,ideal
0.05,5.0,3.0,5,ideal
0.05,5.0,3.0,5,ideal
0.05,5.0,3.0,5,ideal
0.05,5.0,3.0,4,ideal
0.05,5.0,3.0,12,ideal
0.05,5.0,3.0,4,ideal
0.05,5.0,3.0,5,ideal
0.05,5.0,3.0,5,ideal
0.2,5.0,3.0,4,ideal
0.2,5.0,3.0,3,ideal
0.2,5.0,3.0,3,ideal
0.2,5.0,3.0,3,ideal
0.2,5.0,3.0,3,ideal
0.2,5.0,3.0,4,ideal
0.2,5.0,3.0,4,ideal
0.2,5.0,3.0,3,ideal
0.2,5.0,3.0,3,ideal
0.2,5.0,3.0,3,ideal
0.2,5.0,3.0,4,ideal
0.2,5.0,3.0,3,ideal
0.05,6.0,3.0,6,ideal
0.05,6.0,3.0,3,ideal
0.05,6.0,3.0,3,ideal
